gender,event,medal,athlete,type,year,country
Men,Team Recurve Open,Bronze,LI Zongshan,Archery,2012,China
Women,Team Recurve Open,Gold,KIM Ran Sook,Archery,2012,South Korea
Women,Team Recurve Open,Gold,KO Hee Sook,Archery,2012,South Korea
Women,Team Recurve Open,Gold,LEE Hwa Sook,Archery,2012,South Korea
Women,Team Recurve Open,Silver,GAO Fangxia,Archery,2012,China
Women,Team Recurve Open,Silver,XIAO Yanhong,Archery,2012,China
Women,Team Recurve Open,Silver,YAN Huilian,Archery,2012,China
Women,Team Recurve Open,Bronze,JAVANMARD Zahra,Archery,2012,Iran
Women,Team Recurve Open,Bronze,NEMATI Zahra,Archery,2012,Iran
Women,Team Recurve Open,Bronze,SHIR MOHAMMADI Razieh,Archery,2012,Iran
Men,Individual W1,Gold,WALKER John,Archery,2016,Great Britain
Men,Individual W1,Silver,DRAHONINSKY David,Archery,2016,Czech Republic
Men,Individual W1,Bronze,KINIK Peter,Archery,2016,Slovakia
Men,Individual Compound Open,Gold,SHELBY Andre,Archery,2016,United States
Men,Individual Compound Open,Silver,SIMONELLI Alberto,Archery,2016,Italy
Men,Individual Compound Open,Bronze,MILNE Jonathon,Archery,2016,Australia
Men,Individual Recurve Open,Gold,RAHIMI Gholamreza,Archery,2016,Iran
Men,Individual Recurve Open,Silver,NETSIRI Hanreuchai,Archery,2016,Thailand
Men,Individual Recurve Open,Bronze,RANJBARKIVAJ Ebrahim,Archery,2016,Iran
Women,Individual W1,Gold,STRETTON Jessica,Archery,2016,Great Britain
Women,Individual W1,Silver,FRITH Jo,Archery,2016,Great Britain
Women,Individual W1,Bronze,JENKINS Vicky,Archery,2016,Great Britain
Women,Individual Compound Open,Gold,ZHOU Jiamin,Archery,2016,China
Women,Individual Compound Open,Silver,LIN Yueshan,Archery,2016,China
Women,Individual Compound Open,Bronze,KIM Mi Soon,Archery,2016,South Korea
Women,Individual Recurve Open,Gold,NEMATI Zahra,Archery,2016,Iran
Women,Individual Recurve Open,Silver,WU Chunyan,Archery,2016,China
Women,Individual Recurve Open,Bronze,OLSZEWSKA Milena,Archery,2016,Poland
Mixed,Team W1,Gold,WALKER John,Archery,2016,Great Britain
Mixed,Team W1,Gold,FRITH Jo,Archery,2016,Great Britain
Mixed,Team W1,Silver,KOO Dong Sub,Archery,2016,South Korea
Mixed,Team W1,Silver,KIM Ok Geum,Archery,2016,South Korea
Mixed,Team W1,Bronze,DRAHONINSKY David,Archery,2016,Czech Republic
Mixed,Team W1,Bronze,MUSILOVA Sarka,Archery,2016,Czech Republic
Mixed,Team Compound Open,Gold,AI Xinliang,Archery,2016,China
Mixed,Team Compound Open,Gold,ZHOU Jiamin,Archery,2016,China
Mixed,Team Compound Open,Silver,STUBBS John,Archery,2016,Great Britain
Mixed,Team Compound Open,Silver,GRINHAM Jodie,Archery,2016,Great Britain
Mixed,Team Compound Open,Bronze,LEE Ouk Soo,Archery,2016,South Korea
Mixed,Team Compound Open,Bronze,KIM Mi Soon,Archery,2016,South Korea
Mixed,Team Recurve Open,Gold,ZHAO Lixue,Archery,2016,China
Mixed,Team Recurve Open,Gold,WU Chunyan,Archery,2016,China
Mixed,Team Recurve Open,Silver,NEMATI Zahra,Archery,2016,Iran
Mixed,Team Recurve Open,Silver,RANJBARKIVAJ Ebrahim,Archery,2016,Iran
Mixed,Team Recurve Open,Bronze,MIJNO Elisabetta,Archery,2016,Italy
Mixed,Team Recurve Open,Bronze,AIROLDI Roberto,Archery,2016,Italy
Men,60 m 1A,Gold,DE LAS FUENTES Francisco,Athletics,1980,Mexico
Men,60 m 1A,Silver,BIRCH G.,Athletics,1980,Canada
Men,60 m 1A,Bronze,CAVIGELLI Meinrad,Athletics,1980,Switzerland
Men,60 m 1B,Gold,HEDMAN Leif,Athletics,1980,Sweden
Men,60 m 1B,Silver,GRANADOS Arturo,Athletics,1980,Mexico
Men,60 m 1B,Bronze,MOUZAKIS George,Athletics,1980,Greece
Men,60 m 1C,Gold,MONSALVO Eduardo,Athletics,1980,Mexico
Men,60 m 1C,Silver,SANDOVAL Pedro,Athletics,1980,Mexico
Men,60 m 1C,Bronze,MILLER D.,Athletics,1980,New Zealand
Men,60 m A,Gold,MCLEOD William,Athletics,1980,Great Britain
Men,60 m A,Silver,COPELAND Melvin,Athletics,1980,United States
Men,60 m A,Bronze,KOZUCH Ryszard,Athletics,1980,Poland
Men,80 m CP C,Gold,HAVARD Andre,Athletics,1980,France
Men,80 m CP C,Silver,HARBORN Tony,Athletics,1980,Sweden
Men,80 m CP C,Bronze,SWAHN Bertil,Athletics,1980,Sweden
Men,80 m CP D,Gold,THOMSEN Henrik,Athletics,1980,Denmark
Men,80 m CP D,Silver,DUVIVIER,Athletics,1980,France
Men,80 m CP D,Bronze,GRAHAM Arthur,Athletics,1980,United States
Men,100 m B,Gold,LANDOS Jerzy,Athletics,1980,Poland
Men,100 m B,Silver,HAYNES Winford,Athletics,1980,United States
Men,100 m B,Bronze,POKRYWKA Jozef,Athletics,1980,Poland
Men,100 m C,Gold,BELANGER Magella,Athletics,1980,Canada
Men,100 m C,Silver,WILLS Tony,Athletics,1980,Canada
Men,100 m C,Bronze,EGAN Joe,Athletics,1980,Australia
Men,100 m C1,Gold,LAPALME Denis,Athletics,1980,Canada
Men,100 m C1,Silver,KARNER Alois,Athletics,1980,Austria
Men,100 m C1,Bronze,PIATKOWSKI Henryk,Athletics,1980,Poland
Men,100 m D,Gold,WAGNER K.,Athletics,1980,Federal Republic of Germany
Men,100 m D,Silver,HARRISON J.,Athletics,1980,Canada
Men,100 m D,Bronze,WILL K.,Athletics,1980,Federal Republic of Germany
Men,100 m E,Gold,JAUHIAINEN Harri,Athletics,1980,Finland
Men,100 m E,Silver,KRAUZ Jan,Athletics,1980,Poland
Men,100 m E,Bronze,PICKL Wolfgang,Athletics,1980,Austria
Men,100 m E1,Gold,PEDERSEN Cato Zahl,Athletics,1980,Norway
Men,100 m E1,Silver,GERSHONI Yekutiel,Athletics,1980,Israel
Men,100 m E1,Bronze,SCHMIT Marco,Athletics,1980,Luxembourg
Men,100 m F,Gold,LANHAM,Athletics,1980,Australia
Men,100 m F,Silver,KO Shing Chi,Athletics,1980,Hong Kong
Men,100 m F,Bronze,KOLM Gerhard,Athletics,1980,Austria
Men,100 m F1,Gold,BERG Matthias,Athletics,1980,Federal Republic of Germany
Men,100 m F1,Silver,PEART C.,Athletics,1980,Canada
Men,100 m F1,Bronze,SCHARMENTKE R.,Athletics,1980,Federal Republic of Germany
Men,100 m 2,Gold,VALDEZ Eusebio,Athletics,1980,Mexico
Men,100 m 2,Silver,MERAWEH Shafy,Athletics,1980,Kuwait
Men,100 m 2,Bronze,KERR Gary,Athletics,1980,United States
Men,100 m 3,Gold,LOFSTROM Lars,Athletics,1980,Sweden
Men,100 m 3,Silver,DE VOS Marc,Athletics,1980,Belgium
Men,100 m 3,Bronze,ALP Chris,Athletics,1980,Australia
Men,100 m 4,Gold,PARKS B.,Athletics,1980,United States
Men,100 m 4,Silver,JOHANSSON Rolf,Athletics,1980,Sweden
Men,100 m 4,Bronze,OLIVER Richard,Athletics,1980,Australia
Men,100 m 5,Gold,DE MEYER M.,Athletics,1980,Belgium
Men,100 m 5,Silver,FITZGERALD M.,Athletics,1980,Canada
Men,100 m 5,Bronze,HUBEL Erich,Athletics,1980,Australia
Men,100 m D1 runners,Gold,FINK Walter,Athletics,1980,Austria
Men,100 m D1 wheelchairs,Gold,MARTINSON Jim,Athletics,1980,United States
Men,100 m D1 wheelchairs,Silver,BRINKMAN C.,Athletics,1980,United States
Men,100 m D1 wheelchairs,Bronze,ZIERL Walter,Athletics,1980,Austria
Men,200 m 2,Gold,VALDEZ Eusebio,Athletics,1980,Mexico
Men,200 m 2,Silver,KERR Gary,Athletics,1980,United States
Men,200 m 2,Bronze,OVIEDO G. M.,Athletics,1980,Mexico
Men,200 m 3,Gold,NUGENT Michael,Athletics,1980,Australia
Men,200 m 3,Silver,DE VOS Marc,Athletics,1980,Belgium
Men,200 m 3,Bronze,ALP Chris,Athletics,1980,Australia
Men,400 m A,Gold,YORK Patrick,Athletics,1980,Canada
Men,400 m A,Silver,MEYER Klaus,Athletics,1980,Federal Republic of Germany
Men,400 m A,Bronze,VISSER J. W.,Athletics,1980,Netherlands
Men,400 m B,Gold,LANDOS Jerzy,Athletics,1980,Poland
Men,400 m B,Silver,POKRYWKA Jozef,Athletics,1980,Poland
Men,400 m B,Bronze,MATTON Freddy,Athletics,1980,Belgium
Men,400 m C,Gold,JOHANN Jurgen,Athletics,1980,Federal Republic of Germany
Men,400 m C,Silver,BRUNNER Karl,Athletics,1980,Austria
Men,400 m C,Bronze,EGAN Joe,Athletics,1980,Australia
Men,400 m C1,Gold,KARNER Alois,Athletics,1980,Austria
Men,400 m C1,Silver,MAMINSKI Mieczyslaw,Athletics,1980,Poland
Men,400 m D,Gold,HARRISON J.,Athletics,1980,Canada
Men,400 m D,Silver,WILL K.,Athletics,1980,Federal Republic of Germany
Men,400 m D,Bronze,WAGNER K.,Athletics,1980,Federal Republic of Germany
Men,400 m E,Gold,JAUHIAINEN Harri,Athletics,1980,Finland
Men,400 m E,Silver,KRAUZ Jan,Athletics,1980,Poland
Men,400 m E,Bronze,LINDBERG R.,Athletics,1980,Finland
Men,400 m E1,Gold,PEDERSEN Cato Zahl,Athletics,1980,Norway
Men,400 m E1,Silver,GERSHONI Yekutiel,Athletics,1980,Israel
Men,400 m F,Gold,WIERZBICKI Marian,Athletics,1980,Poland
Men,400 m F,Silver,LANHAM,Athletics,1980,Australia
Men,400 m F,Bronze,KOLM Gerhard,Athletics,1980,Austria
Men,400 m F1,Gold,BERG Matthias,Athletics,1980,Federal Republic of Germany
Men,400 m F1,Silver,SCHARMENTKE R.,Athletics,1980,Federal Republic of Germany
Men,400 m F1,Bronze,PEART C.,Athletics,1980,Canada
Men,400 m 2,Gold,VALDEZ Eusebio,Athletics,1980,Mexico
Men,400 m 2,Silver,KERR Gary,Athletics,1980,United States
Men,400 m 2,Bronze,MERAWEH Shafy,Athletics,1980,Kuwait
Men,400 m 3,Gold,DE VOS Marc,Athletics,1980,Belgium
Men,400 m 3,Silver,NUGENT Michael,Athletics,1980,Australia
Men,400 m 3,Bronze,POINTER Fred,Athletics,1980,Australia
Men,400 m D1 runners,Gold,FINK Walter,Athletics,1980,Austria
Men,400 m D1 wheelchairs,Gold,BRINKMAN C.,Athletics,1980,United States
Men,400 m D1 wheelchairs,Silver,MARTINSON Jim,Athletics,1980,United States
Men,400 m D1 wheelchairs,Bronze,FINCH J.,Athletics,1980,United States
Men,800 m CP C,Gold,SHAWN Bertil,Athletics,1980,Sweden
Men,800 m CP C,Silver,HARBORN Tony,Athletics,1980,Sweden
Men,800 m CP C,Bronze,PANICO Mario,Athletics,1980,Italy
Men,800 m CP D,Gold,ANDERSSON Jonas,Athletics,1980,Sweden
Men,800 m CP D,Silver,THOMSEN Henrik,Athletics,1980,Denmark
Men,800 m CP D,Bronze,DUVIVIER,Athletics,1980,France
Men,800 m 4,Gold,HANSEN R.,Athletics,1980,Canada
Men,800 m 4,Silver,PARKS B.,Athletics,1980,United States
Men,800 m 4,Bronze,MARTINEZ Uriel,Athletics,1980,Mexico
Men,800 m 5,Gold,FITZGERALD M.,Athletics,1980,Canada
Men,800 m 5,Silver,HUBEL Erich,Athletics,1980,Australia
Men,800 m 5,Bronze,ROEK E. H.,Athletics,1980,Netherlands
Men,1500 m A,Gold,PILON Jacques,Athletics,1980,Canada
Men,1500 m A,Silver,GAASEMYR Joerund,Athletics,1980,Norway
Men,1500 m A,Bronze,AALIEN Hans Anton,Athletics,1980,Norway
Men,1500 m B,Gold,ENGLISH P.,Athletics,1980,Canada
Men,1500 m B,Silver,STANSELL Leamon,Athletics,1980,United States
Men,1500 m B,Bronze,SANDILANDS B.,Athletics,1980,Australia
Men,1500 m E,Gold,LINDBERG R.,Athletics,1980,Finland
Men,1500 m E,Silver,FACEY C.,Athletics,1980,Canada
Men,1500 m E,Bronze,KRAUZ Jan,Athletics,1980,Poland
Men,1500 m E1,Gold,PEDERSEN Cato Zahl,Athletics,1980,Norway
Men,1500 m E1,Silver,GERSHONI Yekutiel,Athletics,1980,Israel
Men,1500 m E1,Bronze,NIELSEN Jorn,Athletics,1980,Denmark
Men,1500 m F,Gold,SCHROEDER Karl,Athletics,1980,Federal Republic of Germany
Men,1500 m F,Silver,ALEXANDRE J.,Athletics,1980,France
Men,1500 m F,Bronze,SANTOS J.,Athletics,1980,Spain
Men,1500 m F1,Gold,GHREEB Khater Eid,Athletics,1980,Egypt
Men,1500 m 4,Gold,PARKS B.,Athletics,1980,United States
Men,1500 m 4,Silver,HANSEN R.,Athletics,1980,Canada
Men,1500 m 4,Bronze,VAN OPHEM Remi,Athletics,1980,Belgium
Men,1500 m 5,Gold,FITZGERALD M.,Athletics,1980,Canada
Men,1500 m 5,Silver,ROEK E. H.,Athletics,1980,Netherlands
Men,1500 m 5,Bronze,HUBEL Erich,Athletics,1980,Australia
Men,5000 m Walk A,Gold,KOBAYASHI S.,Athletics,1980,Japan
Men,5000 m Walk A,Silver,LUOTONEN R.,Athletics,1980,Finland
Men,5000 m Walk A,Bronze,JANCIC Miroslav,Athletics,1980,Yugoslavia
Men,5000 m Walk B,Gold,HOWIE D.,Athletics,1980,Great Britain
Men,5000 m Walk B,Silver,O'NEIL Gerald,Athletics,1980,United States
Men,5000 m Walk B,Bronze,MORTEN E.,Athletics,1980,Canada
Men,Slalom 1A,Gold,CAVIGELLI Meinrad,Athletics,1980,Switzerland
Men,Slalom 1A,Silver,DE LAS FUENTES Francisco,Athletics,1980,Mexico
Men,Slalom 1A,Bronze,BATT E.,Athletics,1980,Canada
Men,Slalom 1B,Gold,CIUFFREDA Giovanni,Athletics,1980,Italy
Men,Slalom 1B,Silver,SLIJKERMAN C. J. M.,Athletics,1980,Netherlands
Men,Slalom 1B,Bronze,VAN DER BELT J.,Athletics,1980,Netherlands
Men,Slalom 1C,Gold,MILLER D.,Athletics,1980,New Zealand
Men,Slalom 1C,Silver,CORNEJO Juan,Athletics,1980,Mexico
Men,Slalom 1C,Bronze,YAMAGUCHI Kazuo,Athletics,1980,Japan
Men,Slalom F1,Gold,BRAND Andreas,Athletics,1980,Federal Republic of Germany
Men,Slalom F1,Silver,BERG Matthias,Athletics,1980,Federal Republic of Germany
Men,Slalom F1,Bronze,GHREEB Khater Eid,Athletics,1980,Egypt
Men,Slalom 2,Gold,TSUNODA Yoshio,Athletics,1980,Japan
Men,Slalom 2,Silver,CONDON Graham,Athletics,1980,New Zealand
Men,Slalom 2,Bronze,STEILBORG Jensen Frits,Athletics,1980,Denmark
Men,Slalom 3,Gold,VAN WINKEL Paul,Athletics,1980,Belgium
Men,Slalom 3,Silver,GOLOMBEK Gregor,Athletics,1980,Federal Republic of Germany
Men,Slalom 3,Bronze,POINTER Fred,Athletics,1980,Australia
Men,Slalom 4,Gold,GO Tadanobu,Athletics,1980,Japan
Men,Slalom 4,Silver,HARA Masahiro,Athletics,1980,Japan
Men,Slalom 4,Bronze,MINOR R.,Athletics,1980,Canada
Men,Slalom 5,Gold,NIETLISPACH Franz,Athletics,1980,Switzerland
Men,Slalom 5,Silver,OGAWA Fumio,Athletics,1980,Japan
Men,Slalom 5,Bronze,MCINTYRE Robert,Athletics,1980,Australia
Men,High Jump A,Gold,LAMBIER E.,Athletics,1980,Canada
Men,High Jump A,Silver,WRIGHT Robert,Athletics,1980,United States
Men,High Jump A,Bronze,BOWMAN John,Athletics,1980,United States
Men,High Jump B,Gold,MATSUI Hiromasa,Athletics,1980,Japan
Men,High Jump B,Silver,HOFER August,Athletics,1980,Austria
Men,High Jump B,Bronze,KNORRS W.,Athletics,1980,Federal Republic of Germany
Men,High Jump C,Gold,JOHANN Jurgen,Athletics,1980,Federal Republic of Germany
Men,High Jump C,Silver,WILLS Tony,Athletics,1980,Canada
Men,High Jump D,Gold,BOLDT Arnold,Athletics,1980,Canada
Men,High Jump D,Silver,WILLIS Anthony,Athletics,1980,Great Britain
Men,High Jump D,Bronze,KOLODZIE Norbert,Athletics,1980,Federal Republic of Germany
Men,High Jump E,Gold,KRAUZ Jan,Athletics,1980,Poland
Men,High Jump E,Silver,KESSLER Walter,Athletics,1980,Switzerland
Men,High Jump E,Bronze,GARCIA Andres,Athletics,1980,Spain
Men,High Jump F,Gold,KOLM Gerhard,Athletics,1980,Austria
Men,High Jump F,Silver,ISHII S.,Athletics,1980,Japan
Men,High Jump F,Bronze,ATZMON Nitzan,Athletics,1980,Israel
Men,Long Jump A,Gold,JOHNSEN Jarle,Athletics,1980,Norway
Men,Long Jump A,Silver,ONNELA Markku,Athletics,1980,Finland
Men,Long Jump A,Bronze,BOURDEAU Yvan,Athletics,1980,Canada
Men,Long Jump B,Gold,PAWLIK Andrzej,Athletics,1980,Poland
Men,Long Jump B,Silver,MURAMATSU Masafumi,Athletics,1980,Japan
Men,Long Jump B,Bronze,KNORRS W.,Athletics,1980,Federal Republic of Germany
Men,Long Jump C,Gold,JORG George,Athletics,1980,Austria
Men,Long Jump C,Silver,JOHANN Jurgen,Athletics,1980,Federal Republic of Germany
Men,Long Jump C,Bronze,HOFFMAN Zvi,Athletics,1980,Israel
Men,Long Jump CP C,Gold,HERMANS Alex,Athletics,1980,Belgium
Men,Long Jump CP C,Silver,FICARO Salvin,Athletics,1980,United States
Men,Long Jump CP C,Bronze,ROS Rick,Athletics,1980,United States
Men,Long Jump CP D,Gold,PIERRE B.,Athletics,1980,France
Men,Long Jump CP D,Silver,ANDERSSON Jonas,Athletics,1980,Sweden
Men,Long Jump CP D,Bronze,DE BAENE Mario,Athletics,1980,Belgium
Men,Long Jump D,Gold,BOLDT Arnold,Athletics,1980,Canada
Men,Long Jump D,Silver,BOTTEMANNE Bert,Athletics,1980,Netherlands
Men,Long Jump D,Bronze,KOLODZIE Norbert,Athletics,1980,Federal Republic of Germany
Men,Long Jump E,Gold,KRAUZ Jan,Athletics,1980,Poland
Men,Long Jump E,Silver,GARCIA Andres,Athletics,1980,Spain
Men,Long Jump E,Bronze,DABROWSKI Jerzy,Athletics,1980,Poland
Men,Long Jump E1,Gold,PEDERSEN Cato Zahl,Athletics,1980,Norway
Men,Long Jump E1,Silver,NIELSEN Jorn,Athletics,1980,Denmark
Men,Long Jump E1,Bronze,GERSHONI Yekutiel,Athletics,1980,Israel
Men,Long Jump F,Gold,WIERZBICKI Marian,Athletics,1980,Poland
Men,Long Jump F,Silver,ISHII S.,Athletics,1980,Japan
Men,Long Jump F,Bronze,KO Shing Chi,Athletics,1980,Hong Kong
Men,Long Jump F1,Gold,BERG Matthias,Athletics,1980,Federal Republic of Germany
Men,Long Jump F1,Silver,PEART C.,Athletics,1980,Canada
Men,Long Jump F1,Bronze,SCHARMENTKE R.,Athletics,1980,Federal Republic of Germany
Men,Triple Jump A,Gold,DIPOWIDJOJO Soedjeman,Athletics,1980,Netherlands
Men,Triple Jump A,Silver,KOZUCH Ryszard,Athletics,1980,Poland
Men,Triple Jump A,Bronze,ONNELA Markku,Athletics,1980,Finland
Men,Triple Jump B,Gold,PAWLIK Andrzej,Athletics,1980,Poland
Men,Triple Jump B,Silver,ALVAREZ N.,Athletics,1980,Spain
Men,Triple Jump B,Bronze,HAUTALAHTI Kalle,Athletics,1980,Finland
Men,Shot Put 1A,Gold,PATCHETT Wayne,Athletics,1980,Australia
Men,Shot Put 1A,Silver,WEBER Edund,Athletics,1980,Federal Republic of Germany
Men,Shot Put 1A,Bronze,WILKINS S.,Athletics,1980,United States
Men,Shot Put 1B,Gold,ISAM Mohamad Ahmed,Athletics,1980,Sudan
Men,Shot Put 1B,Silver,DUVAL Julius,Athletics,1980,United States
Men,Shot Put 1B,Bronze,DONAHUE J.,Athletics,1980,Canada
Men,Shot Put 1C,Gold,SPIESS Guenter,Athletics,1980,Federal Republic of Germany
Men,Shot Put 1C,Silver,HENKER Siegmar,Athletics,1980,Federal Republic of Germany
Men,Shot Put 1C,Bronze,HYNDS David,Athletics,1980,New Zealand
Men,Shot Put A,Gold,NEPPL James,Athletics,1980,United States
Men,Shot Put A,Silver,KUJALA Pekka,Athletics,1980,Finland
Men,Shot Put A,Bronze,GRUNDMANN Dieter,Athletics,1980,Federal Republic of Germany
Men,Shot Put B,Gold,KARLSSON Gosta,Athletics,1980,Sweden
Men,Shot Put B,Silver,MASTRO James,Athletics,1980,United States
Men,Shot Put B,Bronze,GODLEWSKI Andrzej,Athletics,1980,Poland
Men,Shot Put C,Gold,JOSEFIAK Hans,Athletics,1980,Federal Republic of Germany
Men,Shot Put C,Silver,KARSH Zvi,Athletics,1980,Israel
Men,Shot Put C,Bronze,KUEHNEL E.,Athletics,1980,Federal Republic of Germany
Men,Shot Put C1,Gold,MAMINSKI Mieczyslaw,Athletics,1980,Poland
Men,Shot Put C1,Silver,IHALAINEN Pekka,Athletics,1980,Finland
Men,Shot Put C1,Bronze,PIATKOWSKI Henryk,Athletics,1980,Poland
Men,Shot Put CP C,Gold,HERMANS Alex,Athletics,1980,Belgium
Men,Shot Put CP C,Silver,DE VLIEGHERE M.,Athletics,1980,Belgium
Men,Shot Put CP C,Bronze,MERMOD Willy,Athletics,1980,Switzerland
Men,Shot Put CP D,Gold,BECKE Tom,Athletics,1980,United States
Men,Shot Put CP D,Silver,TANGEN Bjorn,Athletics,1980,Norway
Men,Shot Put CP D,Bronze,IZLAKAR Franjo,Athletics,1980,Yugoslavia
Men,Shot Put D,Gold,POPLAWSKI Andrzej,Athletics,1980,Poland
Men,Shot Put D,Silver,ZMITROWICZ Andrzej,Athletics,1980,Poland
Men,Shot Put D,Bronze,DORST G.,Athletics,1980,Federal Republic of Germany
Men,Shot Put D1,Gold,JEROME John,Athletics,1980,United States
Men,Shot Put D1,Silver,BRYANT Richard,Athletics,1980,United States
Men,Shot Put D1,Bronze,BURKE Norman,Athletics,1980,Jamaica
Men,Shot Put E,Gold,BEEZ Alois,Athletics,1980,Federal Republic of Germany
Men,Shot Put E,Silver,DABROWSKI Jerzy,Athletics,1980,Poland
Men,Shot Put E,Bronze,KARKKAINEN Atte,Athletics,1980,Finland
Men,Shot Put F,Gold,BRAET Achiel,Athletics,1980,Belgium
Men,Shot Put F,Silver,LEONARD Dan,Athletics,1980,Canada
Men,Shot Put F,Bronze,KERN Juergen,Athletics,1980,Federal Republic of Germany
Men,Shot Put J,Gold,PALUCH Stanislaw,Athletics,1980,Poland
Men,Shot Put J,Silver,SADLER Philip,Athletics,1980,Great Britain
Men,Shot Put J,Bronze,VINCENT D.,Athletics,1980,Canada
Men,Shot Put 2,Gold,TODD Murray,Athletics,1980,Australia
Men,Shot Put 2,Silver,HERTLE Walter,Athletics,1980,Federal Republic of Germany
Men,Shot Put 2,Bronze,STEVENS Clause,Athletics,1980,Ireland
Men,Shot Put 3,Gold,RUSSELL Eric,Athletics,1980,Australia
Men,Shot Put 3,Silver,MUSYOKI Japheth,Athletics,1980,Kenya
Men,Shot Put 3,Bronze,DE VOS Marc,Athletics,1980,Belgium
Men,Shot Put 4,Gold,LYONS D.,Athletics,1980,Canada
Men,Shot Put 4,Silver,GREGG S.,Athletics,1980,Great Britain
Men,Shot Put 4,Bronze,SCHUHBAUER Johann,Athletics,1980,Federal Republic of Germany
Men,Shot Put 5,Gold,CLARK Raymond,Athletics,1980,Sweden
Men,Shot Put 5,Silver,SKRZYPEK Jerzy,Athletics,1980,Poland
Men,Shot Put 5,Bronze,KOWALIK Jacek,Athletics,1980,Poland
Men,Discus Throw 1A,Gold,PATCHETT Wayne,Athletics,1980,Australia
Men,Discus Throw 1A,Silver,WEBER Edund,Athletics,1980,Federal Republic of Germany
Men,Discus Throw 1A,Bronze,MCCOOL Patrick,Athletics,1980,Ireland
Men,Discus Throw 1B,Gold,DUVAL Julius,Athletics,1980,United States
Men,Discus Throw 1B,Silver,HEINONMAKI M.,Athletics,1980,Finland
Men,Discus Throw 1B,Bronze,SANDS John,Athletics,1980,Bahamas
Men,Discus Throw 1C,Gold,SANDOVAL Pedro,Athletics,1980,Mexico
Men,Discus Throw 1C,Silver,HYNDS David,Athletics,1980,New Zealand
Men,Discus Throw 1C,Bronze,JAGIELA Jozef,Athletics,1980,Poland
Men,Discus Throw A,Gold,KUJALA Pekka,Athletics,1980,Finland
Men,Discus Throw A,Silver,GRUNDMANN Dieter,Athletics,1980,Federal Republic of Germany
Men,Discus Throw A,Bronze,ZYSKOWSKI Ryszard,Athletics,1980,Poland
Men,Discus Throw B,Gold,GODLEWSKI Andrzej,Athletics,1980,Poland
Men,Discus Throw B,Silver,KARLSSON Gosta,Athletics,1980,Sweden
Men,Discus Throw B,Bronze,TALMIA Teuno,Athletics,1980,Finland
Men,Discus Throw C,Gold,JOSEFIAK Hans,Athletics,1980,Federal Republic of Germany
